一一	LLe	0.0099990000
一一对应	LLBFe	0.0099990000
一丁点	LLFe	0.0099990000
一丁点儿	LLFLr	0.0099990000
一万	LLVe	0.0099990000
一丈	LLSo	0.0099990000
一下	LLFr	0.0099990000
一下子	LLQi	0.0099990000
一不小心	LKFHu	0.0099990000
一不留神	LKSSu	0.0099990000
一专多能	LZXBe	0.0099990000
一世之雄	LAFAo	0.0099990000
一丘之貉	LKFQw	0.0099990000
一丝一毫	LTLDe	0.0099990000
一丝不挂	LTKKu	0.0099990000
一丝不苟	LTKCw	0.0099990000
一丝丝	LTTw	0.0099990000
一个	LAFu	0.0099990000
一个个	LAAu	0.0099990000
一个人	LAAu	0.0099990000
一个劲儿	LABLr	0.0099990000
一个巴掌拍不响	LAFKi	0.0099990000
一个萝卜一个坑	LACPw	0.0099990000
一个问题	LAQVe	0.0099990000
一个鼻孔出气	LAFYo	0.0099990000
一举	LHJu	0.0099990000
一举一动	LHLHe	0.0099990000
一举两得	LHKFo	0.0099990000
一举多得	LHXFo	0.0099990000
一举成名	LHKXi	0.0099990000
一了百了	LDLDw	0.0099990000
一争高下	LFDLr	0.0099990000
一事	LLKo	0.0099990000
一事无成	LLGKi	0.0099990000
一二	LZo	0.0099990000
一五一十	LQLAw	0.0099990000
一些	LDVo	0.0099990000
一些人	LDAu	0.0099990000
一些问题	LDQVe	0.0099990000
一亩	LJZe	0.0099990000
一亲芳泽	LJCHu	0.0099990000
一人之下	LAFLr	0.0099990000
一人得道	LAFJu	0.0099990000
一亿	LJJr	0.0099990000
一代代	LJJo	0.0099990000
一代天骄	LJLFe	0.0099990000
一代宗师	LJGVi	0.0099990000
一以贯之	LVLFi	0.0099990000
一件事	LJLo	0.0099990000
一件事情	LJLHu	0.0099990000
一会儿	LALr	0.0099990000
一例	LJCe	0.0099990000
一元	LZLr	0.0099990000
一共	LAJo	0.0099990000
一共有	LAAu	0.0099990000
一再	LGDr	0.0099990000
一决雌雄	LGDAo	0.0099990000
一出	LGDr	0.0099990000
一刀	LVe	0.0099990000
一刀两断	LVKKo	0.0099990000
一刀切	LVFe	0.0099990000
一分一秒	LJLMi	0.0099990000
一分为二	LJNZo	0.0099990000
一分收获	LJMCu	0.0099990000
一分钟	LJQu	0.0099990000
一切	LFVe	0.0099990000
一切皆有可能	LFVBe	0.0099990000
一刹那	LSXw	0.0099990000
一刹那间	LSXQo	0.0099990000
一前一后	LJLZi	0.0099990000
一力	LSe	0.0099990000
一动	LHSe	0.0099990000
一动不动	LHKHe	0.0099990000
一劳永逸	LCNDu	0.0099990000
一勺	LSNr	0.0099990000
一十	LAw	0.0099990000
一千	LKo	0.0099990000
一半	LJKu	0.0099990000
一卷	LJJi	0.0099990000
一厢情愿	LZHZu	0.0099990000
一去不回	LPKZi	0.0099990000
一去不复返	LPKZu	0.0099990000
一反常态	LZNYu	0.0099990000
一发不可收拾	LGKKi	0.0099990000
一口咬定	LKKGu	0.0099990000
一口气	LKYo	0.0099990000
一古脑儿	LSCLr	0.0099990000
一句话	LTFu	0.0099990000
一叶扁舟	LKLMo	0.0099990000
一叶知秋	LKHMe	0.0099990000
一叶障目	LKLDw	0.0099990000
一同	LDLi	0.0099990000
一吐为快	LKNHu	0.0099990000
一向	LSDi	0.0099990000
一呼百应	LKLFe	0.0099990000
一命呜呼	LCKKw	0.0099990000
一哄而上	LKGFe	0.0099990000
一哄而散	LKGAi	0.0099990000
一哄而起	LKGAo	0.0099990000
一唱一和	LKLMi	0.0099990000
一回事	LZLo	0.0099990000
一团乱麻	LZHHu	0.0099990000
一团和气	LZMYo	0.0099990000
一团漆黑	LZHMu	0.0099990000
一团糟	LZKo	0.0099990000
一国两制	LZKMe	0.0099990000
一场空	LPVi	0.0099990000
一块儿	LPLr	0.0099990000
一塌糊涂	LPKHu	0.0099990000
一声不吭	LLKKw	0.0099990000
一声不响	LLKKi	0.0099990000
一声令下	LLCLr	0.0099990000
一夜之间	LJFQo	0.0099990000
一夜情	LJHu	0.0099990000
一大半	LYJu	0.0099990000
一大堆	LYPo	0.0099990000
一大早	LYVw	0.0099990000
一大片	LYSr	0.0099990000
一天到晚	LLKVr	0.0099990000
一夫当关	LJFJi	0.0099990000
一失足成千古恨	LSXHe	0.0099990000
一头雾水	LGKHu	0.0099990000
一如既往	LGFFu	0.0099990000
一孔之见	LQFKi	0.0099990000
一字一句	LGLTw	0.0099990000
一字不差	LGKTi	0.0099990000
一字不漏	LGKHo	0.0099990000
一字千金	LGKTr	0.0099990000
一字长蛇阵	LGDLe	0.0099990000
一官半职	LGJHo	0.0099990000
一定	LGJu	0.0099990000
一定会	LGAw	0.0099990000
一定是	LGVu	0.0099990000
一定有	LGAu	0.0099990000
一定程度	LGMFu	0.0099990000
一定能	LGBe	0.0099990000
一定要	LGDe	0.0099990000
一家三口	LGSKi	0.0099990000
一家之主	LGFNu	0.0099990000
一家之言	LGFDu	0.0099990000
一家人	LGAu	0.0099990000
一家老小	LGFFr	0.0099990000
一寸光阴一寸金	LJYTr	0.0099990000
一将难求	LSBLr	0.0099990000
一小撮	LFKu	0.0099990000
一尘不染	LFKHr	0.0099990000
一尺	LMNr	0.0099990000
一展身手	LMKKu	0.0099990000
